name,locality,lat,long,review
Paratha Experiment,"Pooja Plaza, First Floor, Municipal No 949, 2nd Main, Sarakki 2, JP Nagar, Bangalore",12.9145265769,77.5856721774,0
Lassi Ghat,"Shop 42, 6thC Main, 4th Block, Jayanagar, Bangalore",12.9292074185,77.5816679746,233
Shahenshah Biryani,"18, Sai Pushpanjali Nilaya, Abhayappa Layout, NS Palya, 2nd Stage, BTM, Bangalore",12.9086873326,77.6038548723,111
Kalmane Koffees,"175, 11th Cross, 1st Phase, JP Nagar, Bangalore",12.9100154557,77.5782994553,0
Biryani Khazana,"7, 1st Cross, 3rd Main Ashwini Layout, Ejipura, Bangalore",12.9393802400,77.6288128700,208
BowlSome,"Pooja Plaza, First Floor, Municipal 949, 2nd Main, Sarakki, JP Nagar, Bangalore",12.9145373612,77.5856758654,0
Rajasthan Samosa Kachori & Chat,"Shop 6, 7th Main, 100 Feet Ring Road, BTM, Bangalore",12.9163723092,77.6059811935,89
Maya Fast Food,"6, 100 Feet Ring Road, Near 7th Main Road, BTM, Bangalore",12.9163762307,77.6059979573,0
Bherunath Chaats,"8, 100 Feet Ring Road, Near Water Tank, BTM, Bangalore",12.9164170798,77.6060080156,37
Swaad Sagar Eat and Drink,"Bearing 10/1, Pattalamma Temple Street, Basavanagudi, Bangalore",12.9385494415,77.5794967264,0
H O H Burger,"117, 5 Cross Road, Near Dayanand Sagar College, Teachers Colony, Kumaraswamy Layout, Bangalore",12.9113994544,77.5670626760,0
Coffee Lover's,"117, 5 Cross Road, Teachers Colony, Near Dayanand Sagar College, Kumaraswamy Layout, Bangalore",12.9112216755,77.5669181719,0
Sou Food Corner,"117, 5 Cross Road, Teachers Colony, Near Dayanand Sagar College, Kumaraswamy Layout, Bangalore",12.9112216755,77.5669181719,0
Pizza House,"117, 5 Cross Road, Teachers Colony, Near Dayanand Sagar College, Kumaraswamy Layout, Bangalore",12.9112216755,77.5669178367,0
Hokart - Shree Balaji Mumbai 99 Variety Dosa,"KHB Block, 80 Feet Road, Koramangala 5th Block, Bangalore",12.9377567114,77.6188004762,49
Hokart - Amma's Italian Pizza,"KHB Block, Koramangala 5th Block, Bangalore",12.9377063897,77.6188048348,0
Hokart - Kolkata Katti King Roll,"WJ 86 QWP, 1st Cross Road, Aicobo Nagar, 1st Stage, BTM, Bangalore",12.9170070000,77.6122827000,8
Hokart - Little Chinese Fresh Hot Momos,"1195, 16th Main Road, 2nd Stage, Kuvempu Nagar, MCHS Colony, BTM, Bangalore",12.9107961822,77.6097835600,0
Hokart - Srinivas Bajji Centre,"3849, RK Layout, 2nd Stage, Near Fire Station, Banashankari, Bangalore",12.9216450547,77.5617284328,79
Swathi's Home Made Biryani,"Sarakki Main Road, First Phase, JP Nagar, Bangalore",12.9143151403,77.5789223984,0
Udupi Ruchi,"778, 36th Cross, 22nd Main, 4th Block, Jayanagar, Bangalore",12.9232829000,77.5913869590,0
Bruno Takii,"Door 74, 17E Main Road, Near Printo, Koramangala 5th Block, Bangalore",12.9355565946,77.6222343743,0
AIB - All India Biryani,"Pooja Plaza, First Floor, Municipal 949, 2nd Main Sarakki 2, JP Nagar, Bangalore",12.9145432435,77.5856584311,0
Euphoria Bakers,"240, 7th Cross Road, Mico Layout, Stage 2, Opposite SBI Bank, BTM, Bangalore",12.9135523986,77.6043081656,0
WOW! Momo,"391, 14th Cross, Sarakki Village, JP Nagar, Bangalore",12.9075690000,77.6014380000,534
Shahiya,"23 C, BB/MP 49, 7th Main Road, BTM, Bangalore",12.9084464788,77.6040275395,0
Empire Restaurant,"11, Khata 613/353/216/117 & 18/211, Sarakki Kere Village, Uttarahalli Hobli, JP Nagar, Bangalore",12.9020387679,77.5858260691,3539
Domino's Pizza,"7, Ground Floor, Phase 4, 100 Feet Road, Opposite Shekar Nethralaya, JP Nagar, Bangalore",12.9060817203,77.5956298783,218
Meghana Foods,"E1, 1/1, Survey 23/1, Arekere VIllage, Begur Hobli, Bannerghatta Road, Bangalore",12.8855541800,77.5963188708,17948
Natural Ice Cream,"31, Panduranga Nagar, 60 Feet Road, Near Corporation Bank, Bannerghatta Road, Bangalore",12.8922303091,77.5981461257,612
McDonald's,"745/AB, Shravani Build Tech, 24th Main Road, 6th Phase, JP Nagar, Bangalore",12.9062166912,77.5855950639,334
Pizza Hut,"Ground Floor, A One Site 2, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",12.9061049235,77.5953629985,7
Corner House Ice Creams,"64, Satya Sai, 4th Cross Road, Panduranganagar, Doresanipalya Ward, Bannerghatta Road, Bangalore",12.8923700000,77.5970400000,4
KFC,"Ground Land & House Bearing 949, Sarakki II Phase, JP Nagar, Bangalore",12.9149050054,77.5857965648,54
Al-Bek,"1260, SY 35/4, SJR Towers, 24th Main, Puttanhalli, 7th Phase, JP Nagar, Bangalore",12.8937611495,77.5861663744,48031
Nandhini Deluxe,"726/A, 6th Phase, 24th Main Road, JP Nagar, Bangalore",12.9055294171,77.5856631249,1275
Paakashala,"Shop 37, Aster Hospital Campus, 24th Main Road, 1st Phase, JP Nagar, Bangalore",12.9105167680,77.5846868008,509
Burger King,"QSR -1, Thirrd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",12.9080049674,77.6005399972,479
A2B - Adyar Ananda Bhavan,"35/4, 24th Main Road, 7th Phase JP Nagar, Bangalore",12.8936814048,77.5861720741,1676
Donne Biriyani House,"99/2-A, Opposite Bus Stop, R.B.I Layout, 7th Phase, Kothnoor Main Road, JP Nagar, Bangalore",12.8881770013,77.5819747522,141
Mani's Dum Biryani,"471, 1st Floor, R B I Layout, 7th Phase, Near Kothanur Dinne Main Road, JP Nagar, Bangalore",12.8892842975,77.5817722455,615
Narmada Chain of Restaurants,"694, 15th Cross, 2nd Phase, JP Nagar, Bangalore",12.9065692198,77.5869710684,2
Imperio Restaurant,"35/4, 24th Main, Puenahalli, 7th Phase, JP Nagar, Bangalore",12.8933879181,77.5862739980,3036
Five Star Chicken,"24th Main Road, Opp. Bindiya Residency, JP Nagar, Bangalore",12.8991889555,77.5859206170,163
Polar Bear,"352/3, 24th Main, S5th Phase, JP Nagar, Bangalore",12.9020054332,77.5856721774,363
Kanti Sweets,"16, 7th Phase, R B I Layout, Puttenahalli, JP Nagar, Bangalore",12.8886587476,77.5822094455,174
Andhra Gunpowder,"14/22, N.S Palya, 2nd Stage, 5th Main Road, BTM, Bangalore",12.9098275450,77.6037449017,10726
La Pino'z Pizza,"309, 1st Floor, 100 Feet Ring Road, Near Delmia Circle, JP Nagar, Bangalore",12.9061097000,77.5929306000,2
Ovenstory Pizza,"161, 161 A, 166, First floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",12.8881537964,77.5972727314,4420
Sharief Bhai,"18/19, Ground Floor, Lalitha Complex, 24th Main, JP Nagar, Bangalore",12.8988065814,77.5858049467,146
Hyderabad Biryaani House,"Opposite Reliance Mart, Arakere Gate, Bannerghatta Road, Bangalore",12.8903458331,77.5990332663,694
RNR Biryani - Taste Of 1953,"1101, 1st Floor, 1st Phase, 24th Main Road, JP Nagar, Bangalore",12.9145981805,77.5855834548,513
Subway,"154/1, Radha Krishna Towers, Opposite IIM-B Main Gate, Bannerghatta Road, Bangalore",12.8967433853,77.5998067483,115
Sri Udupi Food Hub,"155, 43 Cross Road, 8 Block, Jayanagar, Bangalore",12.9186853376,77.5779011473,339
Punjabi Nawabi,"Shop 9, 1st Floor, SBI Building, DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",12.8765232941,77.6164974645,455
Taco Bell,"3rd Floor, Vega City Mall, Dollar Layout, Stage 2, N.S. Palya, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",12.9078382975,77.6012491062,73
California Burrito,"287, 15th Cross, 5th Phase, JP Nagar, Bangalore",12.9061068843,77.5904793665,534
WOW! Momo,"172/1, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",12.9079768623,77.6005483791,6
Lassi Shop,"32, 1St Cross, 24Th Main Road, 7Th Phase, JP Nagar, Bangalore",12.8967048207,77.5862753391,15
Biryani Trip - Destination Hyderabad,"14/22 N.S Palya 5th Main Road, Bannerghatta Road, Bangalore",12.9101808170,77.6037063450,7558
Biryani By Kilo,"22, Khata 378/22, 1st Floor, N D V Towers, Raghuvanahalli Village, Uttarahalli Hobli, R R Nagara, Kanakapura Road, Bangalore",12.8814767372,77.5463939508,1067
Anand Sweets And Savouries,"1833, 1st Floor, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumaraswamy Layout, Bangalore",12.9059400000,77.5583214000,129
Goli Vada Pav No.1,"1/4, 2nd Main Road, 100 Feet Ring Road, 4th Phase, JP Nagar, Bangalore",12.9060820471,77.5950870663,454
Kwality Wall’s Frozen Dessert And Ice Cream Shop,"66, 11th Cross Road, 3rd Phase, JP Nagar, Bangalore",12.9090967000,77.5974018000,118
Sardarji Londonwaley,"9, 1st Floor, SBI Bank Building, Westend Avenue, Opposite Ample Mart, Bannerghatta Road, Bangalore",12.8764350460,77.6165484264,7890
Kabab Mehal,"23, Raghuvanahalli, Kanakapura Road, Bangalore",12.8837507089,77.5485138595,356
Amma's Pastries,"15, Ground Floor, 24th Main Road, JP Nagar, Bangalore",12.8965737664,77.5862136483,630
Savoury Restaurant,"84, Madiwala, Hosur Main Road, BTM, Bangalore",12.9259925759,77.6169873029,498
Meat & Eat,"Shop 7, Survey 131, RBI layout, 7th Phase, Navodaya Nagar, Kothanoor Main Road, JP Nagar, Bangalore",12.8817203994,77.5835515559,712
Rolls On Wheels,"44/8, Puttenahalli JP Nagar, Bangalore",12.8920485947,77.5813266635,120
Barbeque Nation,"67, 15th Cross, 6th B Main, JP Nagar, Bangalore",12.9063517504,77.5968163605,6129
Baskin Robbins,"17, 24th Main, 5th Phase, BTM Layout, Near Yes Bank, JP Nagar, Bangalore",12.9007900181,77.5860594213,92
Big Bowl Company,"Shop 38/7/1, Ground Floor, NVK Mansion, Kanakpura Main Road, Opposite Nandhana Palace, Kumaraswamy Layout, Bangalore",12.8942232758,77.5682733580,671
Donne Biryani Mane,"83, 3rd Stage, Ittamadu Main Road, Banashankari, Bangalore",12.9278856062,77.5460180640,35
Biryani Blues,"1833, First Floor, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumara Swamy Layout, Jayanagar, Uttarahalli, Bangalore",12.9059363000,77.5583349000,26
Ghee And Turmeric,"Unit 31/1B, Ground Floor, Ramanagara, Kanakpura Main Road, Near Jyothi Kendra Vidyalaya, Kumaraswamy Layout, Bangalore",12.8957569900,77.5705509400,280
Krishna Kuteera,"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",12.8789899797,77.6099679619,470
UBQ By Barbeque Nation,"67, Phase 3, Sarakhi Industrial Layout, JP Nagar, Bangalore",12.9063517504,77.5968163605,3662
Smoor,"172/1, K 03, Kiosk Unit, Ground Floor, Vega City Mall, Srinivas Industrial Estate, Bilekahalli, Bannerghatta Road, Bangalore",12.9075804490,77.6008974016,2011
Pallavi Restaurant,"149/A/39, Ground Floor, Hegde Corner, Bannerghatta Road, Bangalore",12.8762621450,77.6178080589,31
Zomoz - The Momo Company,"161, 161-A, 166, 1st Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",12.8881204597,77.5973015651,758
Chai Point,"12, Nrupathunga Nagar, 8th Phase, Kothnur Main Road, Bannerghatta Road, Bangalore",12.8826670000,77.5834630000,2492
Dande's Hyderabad Biryani,"1260, Survey 35/4, SJR Towers, 7th Phase, 24th Main, JP Nagar, Bangalore",12.8935418516,77.5863081962,7314
Ande Ka Funda,"14/16, Tenth cross, Sarakki main road, First Phase, JP Nagar, Bangalore",12.9102033662,77.5782377645,42
Nadan Pothichoru,"35/4, 24th Main, 7th Phase, Puenahalli, JP Nagar, Bangalore",12.8934660288,77.5862129778,1783
Kailash Parbat,"172, 3rd Floor, Vega City, Srinivasa Industrial Estate, Billekahalli, Bannerghatta Road, Bangalore",12.9074422108,77.6013755053,68
The Parotta Combo,"35/4, 24th Main, Puenahalli, 7th Phase, JP Nagar, Bangalore",12.8934353074,77.5863343477,406
Chaat Street,"1260, Survey 35/4, SJR Towers, 24th Main, Puttanhalli, 7th Phase, JP Nagar, Bangalore",12.8934921746,77.5862387940,2268
Imperio Combo King,"35/4, 24th Main, 7th Phase, Puenahalli, JP Nagar, Bangalore",12.8934179858,77.5862706453,550
Keventers - Milkshakes & Desserts,"35/4, 24th Main, 7th Phase Puttanhalli, JP Nagar, Bangalore",12.8934003374,77.5861630216,559
Mad Over Donuts,"1833, First Floor, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumaraswamy Layout, Bangalore",12.9059117810,77.5583354384,6
FB Cakes,"Shop 4 & 5, 1B & 1C, Sarakki Gate, Kanakapura Road, JP Nagar, Bangalore",12.9065363073,77.5736558810,342
ITC Master Chef Creations,"Counter 1, 35/4, Achappa Layout, Puttenahalli, 7th Phase, JP Nagar, Bangalore",12.8936117916,77.5861928612,747
Gokul Veg,"376, MK Puttalingaih Road, 1st Stage Kadarenhalli, Padmanabha Nagar, Uttarahalli, Bangalore",12.9179690135,77.5600064546,103
Chung Wah,"3rd Main Road, Krishnaraju Layout, Panduranga Nagar, Near Oracle, JP Nagar, Bangalore",12.8996788510,77.5947350264,574
Cakewala,"54/A, 2nd Phase, 24th Main Road, JP Nagar, Bangalore",12.9133520723,77.5858213753,302
Basmati Biriyani Nation,"35/4, 24th Main, 7th Phase, Puttenahalli, JP Nagar, Bangalore",12.8935114571,77.5862800330,8408
Chicken County Restaurant,"16 &17, Ground Floor, RR Commercial Complex, Begur Hulimavu Road, Bommanahalli, Bangalore",12.8760591000,77.6134345000,36
Chaayos Chai+Snacks=Relax,"Unit K-LG-07, 172/1, Lower Ground Floor, Vega City Mall, Srinivasa Industrial Estate, Bannerghatta Road, Bangalore",12.9076402542,77.6008749381,84
Starbucks Coffee,"15/16, Classic Building, 100 Feet Ring Road, K.A.S Officer, HBCS Layout, 4th Phase, JP Nagar, Bangalore",12.9060542685,77.5936963409,455
Punjabi Unplugged,"9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",12.8764004004,77.6166241989,93
Krispy Kreme,"172/1, 2nd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",12.9076177047,77.6010797918,72
Rajdhani,"3rd Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",12.8758143667,77.5954035670,619
ibaco,"641, 1st Cross, RBI Layout, JP Nagar, Bangalore",12.8920727797,77.5804043189,15
Rajanna Military Hotel,"342, 6th Cross, KR Layout, 6th Phase, JP Nagar, Bangalore",12.9033587561,77.5817484409,15
GOPIZZA,"172/1, Third Floor, Vega City Mall, BTM, Bangalore",12.9074117000,77.6013661000,31
Just Cakes,"1824, 60 Feet Road, 2nd Stage, Kumaraswamy Layout, Bangalore",12.9067272000,77.5596133000,16
Bathinda Junction,"10/2, 2nd Floor, BTM Ring Road, 2nd Stage, Bilekhalli, BTM, Bangalore",12.9053993480,77.6091995090,518
Krishnam Udupi Hotel,"Site -01, Khatha -01, Doddakallasandra 1st Stage, Uttarahalli Hobli, Kanakapura Road, Bangalore",12.8831261258,77.5485172123,22
SLV Reddy Military Hotel,"13, Royal Lake Front, Phase 1 & 2, Gottigere, Pavamana Nagar, Jambusavari Dinne Main Road, JP Nagar, Bangalore",12.8690247085,77.5819291547,78
Khan Saheb Grills And Rolls,"35/1, 24th Main, 7th Phase, BBMP South, JP Nagar, Bangalore",12.8931628000,77.5864133000,15
Just Bake,"25, 43/2A, Konankunte, Anjanapura Main Road, Near Kanakapura Road, Bangalore",12.8856526000,77.5668226000,15
Udupi Upahar,"56, Raghuvanahalli, Opposite Siddaganga Plaza, Kanakapura Road, Bangalore",12.8807676647,77.5461458042,8
Udupi Upahar,"58, Khata 1298, Ground Floor, Opposite Konankunte Police Station, Kanakapura Road, Bangalore",12.8833931508,77.5663596019,23
Upahara Darshini,"Opposite Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",12.9165020459,77.5928041711,223
Tharavadu Malabar Biryani,"35/4, 24th Main, 7th Phase, Puenahalli, JP Nagar, Bangalore",12.8934124298,77.5862562284,939
Absolute Shawarma,"30, Ground Floor, Sapthagiri, Kothanur Dinne Main Road, JP Nagar, Bangalore",12.8865477504,77.5820143148,26
IBC (Indian Biryani Company),"10/2, 2nd Floor, Bilekahalli, Ring Road, 2nd Stage, BTM, Bangalore",12.9055830135,77.6092645526,1167
Empire Juices and Desserts,"11, Khata 613/353/216/117 And 18/211, Sarakki Kere Village, Utarahalli Hobli, B.B.M.P South, BTM, Bangalore",12.9019903998,77.5859571621,732
Bangarpet Chats,"32, 2nd Cross, Shreenidhi Layout, Kanakapura Road, Bangalore",12.8827636642,77.5711302459,5
The Momo Co.,"Shop 38/7/1, Ground Floor, NVK Mansion, Kanakpura Main Road, Opposite to Nandhana Palace, Kumaraswamy Layout, Bangalore",12.8944300000,77.5684700000,169
Upahar Banashree,"Opposite Lake Road, Gottigere, Bannerghatta Road, Bangalore",12.8536329813,77.5883641094,34
Sandwich Guru,"1 & 28, Shop 6A, Ground Floor, Govinda Reddy Layout, Bannerghatta Road, Bangalore",12.8912427000,77.5941326000,4379
Cafe Coffee Day,"312, 5th Phase, BTM Layout, B.B.M.P, Sarakki, JP Nagar, Bangalore",12.9061771476,77.5918952376,38
Basmati Express,"1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",12.8933964155,77.5861817971,358
Momo Monk,"5, 2nd Cross, NS Palya Industrial Area, 2nd Stage, BTM Layout, Near BTM, Bangalore",12.9098275450,77.6037449017,1253
Kolkata Famous Kati Roll,"58, 6th Cross, Near Royal Mart, Raghuvanahalli, Kanakapura Road, Bangalore",12.8810686835,77.5456760824,187
Bombay Kulfi,"524, 11 Main Road, 5 Block, Jayanagar, Bangalore",12.9171464801,77.5857885182,19
Schezwan Hub,"35/4, 24th Main, Puenahall, 7th Phase, JP Nagar, Bangalore",12.8934398829,77.5862699747,158
Third Wave Coffee,"276, 15th Cross, 5th Phase, Outer Ring Road, JP Nagar, Bangalore",12.9063820550,77.5877542421,356
Kolkata Famous Kati Roll,"Shiva Temple Road, Opposite Minakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",12.8763320898,77.5970283151,0
By 2 Coffee,"12, Old 387, Market Road, VV Puram, Basavanagudi, Bangalore",12.9513268827,77.5773673877,2
Rotti Mane,"21/1, V. R. Complex, 17th Cross, 28th Main, 6th Phase, Muniyappa Garden, Sarakki Kere, JP Nagar, Bangalore",12.9022397569,77.5843424723,704
Snack House,"5, 2nd Cross, NS Palya Industrial Area, 2nd Stage, BTM Layout, Near BTM, Bangalore",12.9098076101,77.6037750766,2668
Friendly Neighbourhood Pizza - Man,"9, Chandru Complex, 7th Phase, 18th Main Road, JP Nagar, Bangalore",12.8918956408,77.5789894536,96
Biryani Mount,"35/4, 24th Main, 7th Phase, Puenahalli, JP Nagar, Bangalore",12.8934000106,77.5862917677,432
Kulfi Shulfi- Kulfis and Ice Cream,"21, 24th Main Road, Near Kotak Mahindra Bank, JP Nagar, Bangalore",12.9033005839,77.5857147574,38
Just Delicious,"Shop 7, RR Commercial Complex, Begur, Bannerghatta Road, Bangalore",12.8761905659,77.6145699620,23
Chickpet Donne Biryani House,"Survey 1233/1, 2, C23, 15, Ground Floor, Raghuvanahalli, Kanakapura Road, Bangalore",12.8829532294,77.5467449427,11
Bawarchi Biriyani Paradise,"83, 3rd Stage, Ittamadu Main Road, Banashankari, Bangalore",12.9277921478,77.5461062416,2570
SLAY Coffee,"1833, Floor 1, 14th Cross Road, Stage 2, Bendre Nagar, Kumara Swamy Layout, Uttarahalli, Bangalore",12.9059183171,77.5583129749,491
Dum Safar Biryani,"67, 3 Floor, 6th B Main Road, Dollar Layout, 3 Phase, JP Nagar, Bangalore",12.9065017969,77.5968221469,52
Punjabites By Empire,"Survey 35/4, 24th Main, 7th Phase, SJR Tower's, Puttanhalli, JP Nagar, Bangalore",12.8934447853,77.5863172486,61
The Cake Chef,"167, Royal Lake Front Residency, Layout 1, J P Nagar, Ward 194, Bannerghatta Road, Bangalore",12.8710893000,77.5776341000,922
Krishna Kuteera,"Khatha 12/2, Sri Venkateshwara Nilaya Chikka Kammanahalli Road, SOS Post Near Aikya Apartment, Bommanahalli, Bangalore",12.8693483000,77.5971125000,236
Maharaja Military Canteen,"44/8, Situated At Puttenahalli JP Nagar, Bangalore",12.8922481638,77.5817351902,1447
Vijayshree Restaurant,"SY 19, New 19/3A, Avani Srungeri Nagar, Nyanappana Halli, Bannerghatta Road, Bangalore",12.8787589026,77.6101516932,278
Namma Adigas,"29, Metro Pillar 207, Subramanya Pura, Raghuvanahalli, Opposite YDIT College, Kanakapura Road, Bangalore",12.8825168369,77.5466601849,11
Hungry Chang,"35/4, 24th Main, 7th Phase, JP Nagar, Bangalore",12.8935281251,77.5863799453,1817
Rolls & Bowls Company,"Shop 38/7/1, Ground Floor, NVK Mansion, Kanakpura Main Road, Opposite Nandhana Palace, Kumaraswamy Layout, Bangalore",12.8944984595,77.5686465204,54
Aadam's  Ruchikoottu,"25/95, Gottigere, Opposite To Indian Oil, Bannerghatta Road, Bangalore",12.8604129232,77.5898024440,11
Sri Sai 99 Variety Dosa,"81/4A, Cave Temple Road, Opposite Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",12.8764491003,77.5968593359,1114
Karnataka State Co-operative Fisheries Federation,"37/1, Gowdanapalya, Srinivasa Compound, Kumaraswamy Layout, Bangalore",12.9087810000,77.5584290000,101
Flavour Of Shanghai,"1, Balaji Complex, Near Mantri Tranquil Apartment, Gubblala, Kanakapura Road, Bangalore",12.8857852509,77.5453384593,131
Tasty Thindi,"5, 18/2, Hulimvu DLF Road, Begur Hobli, Bannerghatta Road, Bangalore",12.8767880382,77.6098023355,10
Mallu House,"35/4, 24th Main, 7th Phase, Puttenahalli, JP Nagar, Bangalore",12.8933130000,77.5862140000,59
Keventers Ice Cream,"35/4, 24th Main, 7th Phase, Puttanhalli, JP Nagar, Bangalore",12.8934748530,77.5862649456,182
